2002.461914	5650.26709
2001.501953	5817.60498
2000.541016	5654.413086
1999.581055	5676.853027
1998.620117	5586.918945
1997.660156	5478.730469
1996.699219	5731.061035
1995.738281	5732.576172
1994.776367	5788.924805
1993.81543	5798.260742
1992.853516	5708.406738
1991.891602	5649.90332
1990.929688	5654.041992
1989.967773	5606.005859
1989.004883	5745.775879
1988.042969	5601.257324
1987.080078	5696.652832
1986.117188	5752.912109
1985.154297	5762.23877
1984.19043	5664.729492
1983.227539	5694.911133
1982.263672	5667.77832
1981.299805	5661.489258
1980.335938	5663.013672
1979.371094	5594.251953
1978.407227	5736.333984
1977.442383	5610.335449
1976.477539	5653.496094
1975.512695	5694.038574
1974.547852	5711.159668
1973.582031	5681.470215
1972.617188	5610.196289
1971.651367	5744.288574
1970.685547	5652.240234
1969.719727	5445.904785
1968.75293	5587.745117
1967.787109	5742.517578
1966.820313	5775.183594
1965.853516	5748.123535
1964.886719	5619.838867
1963.918945	5699.224609
1962.952148	5775.985352
1961.984375	5606.259766
1961.016602	5623.352051
1960.048828	5560.044922
1959.081055	5665.294922
1958.112305	5687.550781
1957.144531	5704.614258
1956.175781	5602.470215
1955.207031	5549.590332
1954.237305	5657.333008
1953.268555	5840.140625
1952.298828	5650.009277
1951.330078	5568.682617
1950.360352	5577.980957
1949.389648	5561.396484
1948.419922	5648.314941
1947.449219	5696.396484
1946.479492	5604.79248
1945.508789	5670.965332
1944.538086	5641.45166
1943.566406	5648.138672
1942.595703	5763.370605
1941.624023	5726.104492
1940.652344	5611.347168
1939.680664	5625.783203
1938.708984	5691.864746
1937.737305	5711.444336
1936.764648	5632.917969
1935.791992	5533.772949
1934.819336	5635.94873
1933.84668	5722.605957
1932.874023	5675.091797
1931.900391	5676.598145
1930.926758	5727.097656
1929.953125	5782.734375
1928.979492	5668.226074
1928.005859	5785.704102
1927.03125	5709.888184
1926.057617	5644.405273
1925.083008	5658.793457
1924.108398	5683.477051
1923.132813	5679.82959
1922.158203	5755.984375
1921.182617	5816.667969
1920.208008	5800.130371
1919.232422	5662.678711
1918.255859	5417.242676
1917.280273	5771.129883
1916.303711	5944.891113
1915.328125	5786.94873
1914.351563	5796.138672
1913.375	5730.798828
1912.397461	5832.493652
1911.420898	5859.651855
1910.443359	5750.673828
1909.46582	5852.306641
1908.488281	5702.291992
1907.510742	5672.980469
1906.532227	5748.905762
1905.554688	5786.3125
1904.576172	5595.374512
1903.597656	5632.79541
1902.618164	5711.234863
1901.639648	5774.260742
1900.660156	5732.155762
1899.681641	5602.921387
1898.702148	5878.628418
1897.722656	5813.467773
1896.742188	5620.25
1895.762695	5731.882813
1894.782227	5776.895996
1893.801758	5801.410156
1892.821289	5754.243164
1891.84082	5745.482422
1890.859375	5555.053223
1889.87793	5876.349609
1888.897461	5721.776367
1887.915039	5666.996094
1886.933594	5763.088867
1885.952148	5700.652344
1884.969727	5676.57666
1883.987305	5575.848633
1883.004883	5638.672363
1882.022461	5606.958496
1881.040039	5687.629883
1880.056641	5640.597656
1879.073242	5708.467285
1878.089844	5697.183105
1877.106445	5795.640625
1876.123047	5715.452637
1875.138672	5841.931152
1874.155273	5672.494141
1873.170898	5773.431152
1872.186523	5762.146973
1871.202148	5806.948242
1870.216797	5800.758789
1869.231445	5763.993652
