3288.140625	2344.016357
3287.397461	2556.801758
3286.654297	2451.644043
3285.910156	2434.309326
3285.166992	2420.356445
3284.422852	2487.410156
3283.679688	2483.576172
3282.935547	2520.229004
3282.191406	2509.644043
3281.447266	2401.259033
3280.703125	2498.601807
3279.958008	2552.081787
3279.213867	2565.09375
3278.46875	2466.888672
3277.723633	2496.758789
3276.978516	2482.823242
3276.233398	2438.579102
3275.488281	2444.86499
3274.743164	2538.689453
3273.99707	2443.964355
3273.250977	2483.903076
3272.505859	2379.127686
3271.759766	2513.269287
3271.013672	2522.898682
3270.266602	2539.250732
3269.520508	2431.179688
3268.774414	2528.231201
3268.027344	2527.766357
3267.280273	2517.219727
3266.533203	2526.837646
3265.786133	2506.216309
3265.039063	2532.627441
3264.291992	2384.397217
3263.543945	2524.982422
3262.796875	2551.375732
3262.048828	2456.926758
3261.300781	2416.206055
3260.552734	2492.933105
3259.804688	2542.79541
3259.055664	2398.107422
3258.307617	2578.750488
3257.558594	2397.228516
3256.810547	2574.453613
3256.061523	2409.756592
3255.3125	2399.262695
3254.5625	2512.733887
3253.813477	2351.488525
3253.064453	2525.210693
3252.314453	2447.733887
3251.564453	2457.32959
3250.81543	2476.963623
3250.06543	2389.498291
3249.314453	2506.172363
3248.564453	2519.095703
3247.814453	2558.773193
3247.063477	2471.356689
3246.3125	2437.469238
3245.5625	2540.65625
3244.811523	2530.165039
3244.05957	2660.03125
3243.308594	2569.334961
3242.557617	2471.990723
3241.805664	2508.278809
3241.054688	2527.856934
3240.302734	2463.960693
3239.550781	2436.806396
3238.798828	2533.14917
3238.045898	2489.307861
3237.293945	2462.163818
3236.541016	2361.645508
3235.789063	2494.616943
3235.036133	2520.838135
3234.283203	2450.368164
3233.530273	2519.919678
3232.777344	2436.145264
3232.023438	2528.998047
3231.270508	2455.246582
3230.516602	2471.453613
3229.762695	2514.296387
3229.008789	2617.055908
3228.254883	2629.895752
3227.500977	2466.32666
3226.74707	2482.51709
3225.992188	2442.139404
3225.238281	2564.778076
3224.483398	2527.726318
3223.728516	2510.639893
3222.973633	2480.260742
3222.21875	2469.837402
3221.462891	2542.506592
3220.708008	2538.721436
3219.952148	2551.549561
3219.196289	2514.547119
3218.44043	2617.045166
3217.68457	2646.45459
3216.928711	2489.937744
3216.172852	2519.359375
3215.416016	2498.989746
3214.660156	2329.3125
3213.90332	2451.637451
3213.146484	2411.389648
3212.389648	2599.981445
3211.632813	2437.040283
3210.875977	2632.188965
3210.118164	2572.050293
3209.361328	2528.503174
3208.603516	2518.104736
3207.845703	2421.579834
3207.087891	2510.567139
3206.330078	2463.750977
3205.572266	2483.169678
3204.813477	2462.857666
3204.054688	2416.075684
3203.296875	2511.601318
3202.538086	2564.082031
3201.779297	2434.609619
3201.020508	2305.183838
3200.260742	2585.835205
3199.501953	2661.406982
3198.742188	2515.48291
3197.983398	2511.722412
3197.223633	2527.788818
3196.463867	2570.279053
3195.704102	2520.26709
3194.944336	2427.340576
3194.183594	2509.44873
3193.423828	2518.898193
3192.663086	2515.141602
3191.902344	2451.983887
3191.141602	2415.245361
3190.380859	2484.085449
3189.620117	2437.459473
3188.858398	2562.331787
3188.097656	2509.114014
3187.335938	2528.438965
3186.574219	2537.869385
3185.8125	2567.068115
3185.050781	2569.898438
3184.289063	2473.903076
